user_enc,seq_item_ids,seq_item_cats,seq_merchant_ids,seq_service_types,seq_price_bin,seq_time_of_day,seq_weekday,seq_weather_enc,seq_weather_lvl,seq_promo_main_enc,seq_promo_delv_enc,seq_disc_pct,seq_cashback_pct,seq_subtotal,seq_total_spend,seq_is_weekend,seq_is_holiday,segment_enc,kecamatan_enc_merchant,avg_session_duration,total_orders,user_total_spend,user_avg_price,user_median_price,voucher_count,voucher_rate,avg_voucher_pct,total_cashback,recency_days,seq_length,unique_items,unique_merchants,voucher_usage_ratio,target_discount
435,"[nan, 177.0, nan, nan, nan, nan, nan, nan, nan, nan, 5.0]","[nan, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, 4.0]","[142, 231, 320, 320, 275, 124, 320, 67, 320, 320, 202]","[1, 1, 2, 0, 1, 1, 2, 1, 0, 2, 1]","['unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'low']","['morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'evening', 'evening', 'evening']","[4, 6, 0, 4, 0, 0, 5, 5, 0, 1, 3]","[0, 0, 1, 0, 3, 3, 2, 3, 3, 2, 1]","['normal', 'hot', 'normal', 'hot', 'normal', 'hot', 'hot', 'hot', 'cool', 'normal', 'hot']","[51, 42, 51, 0, 45, 51, 51, 10, 29, 40, 51]","[nan, 56.0, nan, 9.0, nan, nan, nan, nan, 56.0, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.15, 0.0, 0.15, 0.0, 0.0, 0.0, 0.15, 0.05, 0.1, 0.0]","[59999, 57715, 0, 0, 157327, 163510, 0, 87650, 0, 0, 15036]","[63675.27, 57715.0, 5000.0, 5000.0, 134557.41, 171954.75, 5000.0, 91694.91, 5000.0, 5000.0, 18606.09]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,7.0,916.3636363636364,11,563203.43,49203.36363636364,15036.0,1,0.09090909090909091,0.018181818181818184,21804.75,7,11,11,7,0.09090909090909091,0
436,"[nan, nan, nan, nan, nan, nan, nan, nan, 627.0, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 6.0, nan, nan]","[320, 320, 320, 320, 66, 30, 320, 127, 192, 320, 320]","[2, 0, 2, 2, 1, 1, 2, 1, 1, 2, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[3, 3, 5, 4, 5, 2, 0, 4, 0, 5, 2]","[3, 3, 0, 3, 1, 0, 3, 2, 3, 0, 2]","['hot', 'normal', 'normal', 'hot', 'normal', 'hot', 'hot', 'normal', 'normal', 'cool', 'normal']","[51, 51, 39, 28, 51, 27, 51, 15, 51, 51, 5]","[nan, nan, nan, 14.0, nan, 12.0, nan, 29.0, nan, nan, nan]","[0.0, 0.0, 0.0, 0.2, 0.0, 0.1, 0.0, 0.2, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 185633, 76469, 0, 185675, 35928, 0, 0]","[5000.0, 5000.0, 5000.0, 5000.0, 195312.27, 68822.1, 5000.0, 155675.0, 46540.93, 5000.0, 5000.0]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1.0,1360.0,11,501350.3,43973.181818181816,0.0,2,0.18181818181818182,0.06363636363636364,0.0,2,11,11,5,0.18181818181818182,3
437,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 203.0, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, nan, nan, nan]","[320, 320, 320, 38, 233, 133, 320, 320, 243, 188, 320, 165, 151, 74, 320]","[2, 0, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'high', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[3, 1, 2, 1, 5, 1, 4, 5, 6, 1, 0, 6, 2, 2, 4]","[3, 1, 0, 0, 2, 3, 3, 0, 0, 0, 0, 3, 3, 3, 3]","['hot', 'normal', 'normal', 'cool', 'hot', 'normal', 'normal', 'hot', 'normal', 'normal', 'hot', 'normal', 'normal', 'normal', 'normal']","[51, 51, 51, 51, 51, 0, 51, 51, 6, 34, 51, 41, 51, 51, 43]","[nan, nan, nan, nan, nan, 47.0, nan, nan, 33.0, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0]","[0, 0, 0, 150087, 177581, 212751, 0, 0, 232257, 200744, 0, 84454, 176888, 131285, 0]","[5000.0, 5000.0, 5000.0, 153326.59, 182674.16, 212751.0, 5000.0, 5000.0, 202257.0, 174630.08, 5000.0, 88053.15, 182806.06, 137899.31, 5000.0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,6.0,981.8181818181819,15,1369397.35,91069.8,84454.0,2,0.13333333333333333,0.03666666666666667,19082.949999999997,3,15,15,9,0.13333333333333333,3
438,"[696.0, nan, nan, nan, 313.0, nan, nan, nan, nan, nan, 675.0, nan, nan, nan, nan]","[5.0, nan, nan, nan, 6.0, nan, nan, nan, nan, nan, 2.0, nan, nan, nan, nan]","[298, 320, 320, 163, 268, 9, 320, 196, 320, 156, 21, 320, 286, 320, 166]","[1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 1, 2, 1]","['high', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[1, 1, 5, 6, 2, 5, 0, 0, 6, 0, 2, 0, 5, 5, 2]","[1, 0, 3, 3, 3, 0, 3, 3, 0, 0, 0, 3, 3, 0, 2]","['hot', 'normal', 'hot', 'normal', 'hot', 'hot', 'hot', 'normal', 'normal', 'hot', 'cool', 'cool', 'normal', 'normal', 'normal']","[30, 51, 51, 51, 51, 6, 51, 45, 51, 3, 51, 46, 51, 51, 51]","[nan, nan, nan, nan, nan, 12.0, nan, nan, nan, nan, nan, nan, 47.0, nan, nan]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.2, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[88662, 0, 0, 96494, 59747, 110643, 0, 106999, 0, 44826, 58160, 0, 171722, 0, 117919]","[84382.87, 5000.0, 5000.0, 102713.09, 65331.56, 94046.55, 5000.0, 90391.92, 5000.0, 48984.4, 67726.59, 5000.0, 171722.0, 5000.0, 120712.29]","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,13.0,1145.4545454545455,15,876011.27,57011.46666666667,58160.0,3,0.2,0.04,4482.6,1,15,15,10,0.2,0
439,"[nan, nan, nan, 48.0, nan, 271.0, nan, nan, nan, nan, nan, 94.0, nan, nan]","[nan, nan, nan, 1.0, nan, 6.0, nan, nan, nan, nan, nan, 1.0, nan, nan]","[320, 320, 320, 214, 320, 284, 68, 320, 255, 239, 320, 3, 320, 320]","[0, 2, 0, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 0]","['unknown', 'unknown', 'unknown', 'low', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[3, 3, 0, 6, 5, 6, 2, 1, 1, 2, 1, 4, 4, 1]","[0, 1, 2, 2, 3, 2, 3, 3, 0, 3, 1, 3, 0, 3]","['hot', 'cool', 'cool', 'hot', 'hot', 'normal', 'normal', 'normal', 'cool', 'normal', 'normal', 'normal', 'hot', 'normal']","[51, 51, 5, 51, 34, 51, 51, 28, 51, 51, 51, 15, 37, 4]","[nan, nan, nan, nan, nan, nan, 47.0, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.2, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 15444, 0, 48399, 344369, 0, 97432, 248796, 0, 32963, 0, 0]","[5000.0, 5000.0, 5000.0, 25946.4, 5000.0, 53718.3, 344369.0, 5000.0, 106619.2, 259355.98, 5000.0, 36326.11, 5000.0, 5000.0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,4.0,785.4545454545455,14,866334.99,56243.07142857143,0.0,1,0.07142857142857142,0.07857142857142858,0.0,4,14,14,7,0.07142857142857142,3
440,"[nan, nan, nan, 756.0, 273.0, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 3.0, 6.0, nan, nan, nan, nan, nan, nan, nan]","[320, 320, 284, 5, 45, 320, 320, 88, 74, 320, 127, 221]","[2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1]","['unknown', 'unknown', 'unknown', 'medium', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[6, 2, 3, 4, 6, 1, 2, 1, 2, 3, 6, 0]","[1, 0, 0, 3, 3, 0, 3, 1, 3, 3, 3, 0]","['normal', 'hot', 'cool', 'hot', 'hot', 'normal', 'normal', 'normal', 'hot', 'normal', 'normal', 'normal']","[51, 51, 44, 51, 30, 51, 51, 51, 51, 51, 16, 51]","[nan, nan, nan, nan, 2.0, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.1, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 154538, 27494, 30769, 0, 0, 147786, 138211, 0, 100444, 124521]","[5000.0, 5000.0, 144579.69, 38677.4, 26153.65, 5000.0, 5000.0, 150910.74, 144537.71, 5000.0, 94486.82, 131739.33]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,21.0,785.4545454545455,12,756085.34,60313.583333333336,29131.5,3,0.25,0.03333333333333333,0.0,0,12,12,8,0.25,0
441,"[nan, nan, 599.0, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 2.0, nan, nan, nan, nan, nan, nan, nan, nan]","[320, 145, 319, 320, 142, 190, 320, 233, 320, 285, 285]","[2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1]","['unknown', 'unknown', 'high', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['night', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[5, 5, 1, 1, 4, 1, 0, 6, 3, 3, 3]","[0, 1, 0, 3, 0, 3, 3, 0, 3, 0, 0]","['normal', 'hot', 'normal', 'cool', 'hot', 'normal', 'normal', 'normal', 'normal', 'normal', 'hot']","[51, 51, 51, 51, 1, 51, 51, 51, 51, 51, 51]","[nan, nan, 12.0, nan, 14.0, nan, nan, 29.0, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 53144, 75033, 0, 72597, 179517, 0, 105714, 0, 142456, 106120]","[5000.0, 56234.66, 75033.0, 5000.0, 72597.0, 182893.4, 5000.0, 105714.0, 5000.0, 151850.15, 114691.36]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,9.0,523.6363636363636,11,779013.5700000001,66780.09090909091,72597.0,0,0.0,0.0,3629.85,4,11,11,7,0.0,0
442,"[nan, nan, nan, nan, nan, nan, 654.0, nan, nan, nan, nan, nan, nan, nan, nan, 166.0, nan, nan]","[nan, nan, nan, nan, nan, nan, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, 9.0, nan, nan]","[320, 320, 320, 320, 246, 294, 133, 4, 320, 320, 320, 320, 320, 320, 320, 225, 192, 320]","[2, 0, 2, 2, 1, 1, 1, 1, 0, 0, 2, 0, 2, 2, 2, 1, 1, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening']","[6, 4, 4, 2, 6, 6, 0, 3, 3, 2, 1, 6, 6, 1, 5, 2, 2, 2]","[0, 3, 3, 3, 2, 0, 3, 3, 3, 3, 0, 0, 3, 1, 2, 3, 3, 0]","['hot', 'cool', 'normal', 'hot', 'normal', 'normal', 'hot', 'hot', 'cool', 'hot', 'normal', 'normal', 'normal', 'normal', 'hot', 'normal', 'hot', 'normal']","[19, 51, 21, 51, 51, 51, 51, 29, 51, 51, 51, 51, 42, 51, 51, 51, 51, 51]","[nan, nan, nan, nan, nan, nan, nan, 2.0, nan, 56.0, nan, 2.0, nan, nan, nan, nan, nan, nan]","[0.1, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 146393, 151809, 49774, 191229, 0, 0, 0, 0, 0, 0, 0, 35807, 59836, 0]","[5000.0, 5000.0, 5000.0, 5000.0, 152104.31, 159492.15, 55818.85, 191229.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 40404.46, 68194.01, 5000.0]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1.0,981.8181818181819,18,727242.78,35269.333333333336,0.0,0,0.0,0.013888888888888888,28684.35,0,18,18,7,0.0,0
443,"[nan, 447.0, nan, nan, nan, nan, nan, 478.0, nan, nan, nan, 379.0, nan, nan, nan]","[nan, 0.0, nan, nan, nan, nan, nan, 4.0, nan, nan, nan, 2.0, nan, nan, nan]","[320, 178, 320, 320, 320, 319, 170, 78, 320, 232, 320, 240, 320, 320, 320]","[2, 1, 2, 2, 0, 1, 1, 1, 2, 1, 2, 1, 2, 2, 0]","['unknown', 'high', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'low', 'unknown', 'unknown', 'unknown']","['night', 'night', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[1, 0, 4, 5, 3, 0, 2, 6, 5, 3, 4, 2, 6, 0, 3]","[1, 3, 0, 3, 3, 0, 0, 3, 3, 3, 3, 3, 0, 0, 3]","['hot', 'normal', 'normal', 'hot', 'normal', 'normal', 'hot', 'hot', 'hot', 'hot', 'normal', 'normal', 'normal', 'cool', 'hot']","[51, 51, 51, 16, 2, 51, 51, 51, 26, 39, 51, 51, 51, 51, 6]","[nan, nan, 56.0, nan, 33.0, nan, 14.0, nan, 9.0, 12.0, nan, nan, nan, nan, 47.0]","[0.0, 0.0, 0.0, 0.2, 0.1, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 95951, 0, 0, 0, 88570, 194061, 39485, 0, 51523, 0, 18836, 0, 0, 0]","[5000.0, 105071.3, 5000.0, 5000.0, 5000.0, 93501.5, 194061.0, 45055.61, 5000.0, 51523.0, 5000.0, 25942.24, 5000.0, 5000.0, 5000.0]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0.0,1243.6363636363637,15,560154.65,32561.733333333334,0.0,0,0.0,0.043333333333333335,7728.45,0,15,15,7,0.0,3
444,"[nan, nan, 362.0, nan, 427.0, nan, nan, 764.0, nan, nan, nan, nan]","[nan, nan, 5.0, nan, 1.0, nan, nan, 5.0, nan, nan, nan, nan]","[320, 220, 3, 193, 165, 320, 320, 211, 320, 109, 290, 320]","[2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 0]","['unknown', 'unknown', 'medium', 'unknown', 'high', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[6, 3, 1, 0, 4, 6, 6, 5, 2, 5, 1, 6]","[1, 3, 1, 0, 3, 0, 2, 3, 3, 0, 3, 3]","['hot', 'normal', 'normal', 'normal', 'hot', 'normal', 'normal', 'normal', 'normal', 'cool', 'normal', 'hot']","[51, 51, 51, 17, 36, 51, 51, 51, 51, 51, 51, 50]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.15, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]","[0, 130090, 51316, 219489, 130387, 0, 0, 35219, 0, 116760, 176556, 0]","[5000.0, 141077.66, 56777.97, 192503.35, 117332.25, 5000.0, 5000.0, 41546.73, 5000.0, 121394.74, 184338.82, 5000.0]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,8.0,1309.090909090909,12,879971.52,71651.41666666667,43267.5,2,0.16666666666666666,0.024999999999999998,0.0,2,12,12,8,0.16666666666666666,0
445,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 399.0, nan, 444.0, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, nan, 5.0, nan]","[320, 320, 320, 287, 296, 320, 224, 320, 141, 100, 320, 258, 98]","[2, 2, 2, 1, 1, 2, 1, 0, 1, 1, 2, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'medium', 'unknown']","['morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[2, 3, 4, 6, 2, 4, 5, 4, 2, 3, 5, 6, 6]","[0, 0, 3, 1, 0, 3, 0, 3, 0, 0, 3, 1, 3]","['cool', 'normal', 'normal', 'hot', 'normal', 'normal', 'hot', 'cool', 'normal', 'cool', 'normal', 'hot', 'hot']","[51, 29, 51, 51, 51, 51, 9, 51, 51, 20, 51, 24, 51]","[nan, 29.0, nan, nan, nan, nan, nan, nan, nan, 33.0, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0]","[0, 0, 0, 117092, 55161, 0, 249965, 0, 244355, 32881, 0, 52330, 222691]","[5000.0, 5000.0, 5000.0, 125303.78, 62679.6, 5000.0, 229689.0, 5000.0, 253985.95, 32881.0, 5000.0, 55275.77, 225321.44]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0.0,920.0,13,1015136.54,74959.61538461539,32881.0,2,0.15384615384615385,0.019230769230769232,1644.05,1,13,13,8,0.15384615384615385,0
446,"[nan, nan, nan, nan, nan, nan, nan, 380.0, nan, nan, nan, nan, nan, nan, 10.0, nan]","[nan, nan, nan, nan, nan, nan, nan, 5.0, nan, nan, nan, nan, nan, nan, 2.0, nan]","[320, 172, 184, 320, 11, 280, 320, 90, 320, 320, 169, 320, 75, 320, 261, 36]","[2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 0, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown']","['night', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[0, 0, 1, 3, 1, 6, 6, 2, 0, 6, 2, 0, 2, 6, 0, 2]","[3, 3, 0, 3, 3, 3, 2, 1, 0, 0, 3, 3, 3, 3, 3, 1]","['normal', 'hot', 'normal', 'normal', 'hot', 'normal', 'normal', 'normal', 'hot', 'normal', 'normal', 'normal', 'hot', 'normal', 'cool', 'normal']","[48, 14, 51, 51, 51, 51, 51, 51, 51, 18, 51, 51, 51, 51, 51, 51]","[2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.0, nan, nan, nan, nan, nan]","[0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 191298, 106979, 0, 57688, 85466, 0, 28982, 0, 0, 131316, 0, 110315, 0, 46188, 109541]","[5000.0, 168635.01, 111824.39, 5000.0, 65847.06, 92928.16, 5000.0, 33811.51, 5000.0, 5000.0, 131316.0, 5000.0, 118163.51, 5000.0, 50853.96, 114069.19]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,29.0,920.0,16,922448.79,54235.8125,37585.0,1,0.0625,0.009375,0.0,0,16,16,10,0.0625,0
447,"[nan, nan, nan, 195.0, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 8.0, nan, nan, nan, nan, nan, nan, nan]","[276, 261, 159, 268, 320, 80, 320, 269, 320, 320, 320]","[1, 1, 1, 1, 2, 1, 0, 1, 2, 0, 2]","['unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[5, 1, 0, 0, 1, 0, 2, 0, 5, 1, 3]","[1, 3, 3, 1, 3, 0, 3, 3, 2, 3, 3]","['normal', 'cool', 'normal', 'hot', 'normal', 'hot', 'normal', 'cool', 'hot', 'hot', 'normal']","[51, 51, 30, 32, 46, 51, 3, 51, 30, 51, 51]","[nan, nan, 47.0, nan, 2.0, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.2, 0.15, 0.15, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0]","[168459, 174346, 88018, 30868, 0, 61250, 0, 167377, 0, 0, 0]","[177449.87, 181188.26, 70414.4, 32867.52, 5000.0, 72038.26, 5000.0, 170168.97, 5000.0, 5000.0, 5000.0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0.0,1112.7272727272727,11,729127.28,62756.181818181816,30868.0,2,0.18181818181818182,0.06363636363636363,0.0,0,11,11,7,0.18181818181818182,0
448,"[nan, nan, nan, nan, 838.0, nan, 649.0, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 2.0, nan, 3.0, nan, nan, nan, nan, nan]","[320, 285, 320, 320, 305, 320, 206, 320, 320, 320, 69, 163]","[2, 1, 2, 0, 1, 0, 1, 2, 2, 2, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['night', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[5, 4, 3, 0, 4, 2, 0, 0, 2, 1, 0, 6]","[0, 3, 0, 1, 0, 0, 1, 3, 3, 1, 3, 3]","['normal', 'cool', 'normal', 'hot', 'hot', 'hot', 'normal', 'normal', 'normal', 'cool', 'normal', 'hot']","[51, 51, 51, 51, 51, 17, 51, 16, 51, 51, 51, 51]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 79636, 0, 0, 58679, 0, 41910, 0, 0, 0, 247834, 94549]","[5000.0, 90762.96, 5000.0, 5000.0, 61690.06, 5000.0, 44543.72, 5000.0, 5000.0, 5000.0, 250711.28, 98676.17]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1.0,1047.2727272727273,12,581384.19,43550.666666666664,0.0,0,0.0,0.029166666666666664,0.0,0,12,12,6,0.0,0
