order_id,user_id,order_timestamp,service_type,merchant_id,item_ids,price_subtotal,delivery_fee_before,delivery_fee_after,voucher_discount_pct,voucher_discount_amt,voucher_cashback_pct,voucher_cashback_amt,free_delivery_flag,promo_id_main,promo_id_delivery,total_spend
T00562,U00177,2025-06-12 08:00:57,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00563,U00622,2025-06-23 21:02:33,GoFood,M00143,I00467,36027,9299.19,9299.19,0,0.0,0,0.0,0,,,45326.19
T00564,U00594,2025-06-01 21:36:25,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,1,P031,P030,5000.0
T00565,U00794,2025-06-08 18:00:35,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P015,5000.0
T00566,U00202,2025-06-05 19:00:56,GoFood,M00012,I00138|I00650|I00230,103896,8019.97,8019.97,0,0.0,0,0.0,0,,,111915.97
T00567,U00085,2025-06-06 07:39:59,GoFood,M00145,I00093|I00694|I00712,139790,9851.83,9851.83,0,0.0,0,0.0,0,,,149641.83
T00568,U00790,2025-06-12 09:42:55,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00569,U00594,2025-06-01 12:35:08,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,0,P055,,5000.0
T00570,U00111,2025-06-17 11:05:03,GoFood,M00020,I00563|I00109|I00828,125411,11495.5,11495.5,0,0.0,0,0.0,0,,,136906.5
T00571,U00602,2025-06-21 18:39:34,GoFood,M00144,I00616,40851,11360.91,11360.91,0,0.0,0,0.0,0,,,52211.91
T00572,U00486,2025-06-20 09:25:14,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00573,U00612,2025-06-16 06:01:53,GoRide,,,0,0.0,0.0,0,0.0,15,0.0,0,P039,,5000.0
T00574,U00340,2025-06-21 19:06:00,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00575,U00228,2025-06-20 23:46:45,GoFood,M00244,I00001|I00184|I00645,80125,4479.05,4479.05,0,0.0,15,12018.75,0,P037,,84604.05
T00576,U00032,2025-06-22 13:20:41,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00577,U00285,2025-06-01 08:12:57,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00578,U00172,2025-06-01 09:22:40,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00579,U00194,2025-06-10 09:47:22,GoFood,M00317,I00140|I00556|I00338,149030,8999.79,8999.79,0,0.0,0,0.0,0,,,158029.79
T00580,U00674,2025-06-12 20:21:16,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00581,U00184,2025-06-04 20:49:49,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P010,5000.0
T00582,U00539,2025-06-14 19:58:02,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00583,U00311,2025-06-15 19:27:20,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00584,U00310,2025-06-14 15:21:48,GoFood,M00258,I00173|I00559,97056,8371.73,8371.73,10,9705.6,0,0.0,0,P052,,95722.13
T00585,U00547,2025-06-11 20:23:47,GoFood,M00149,I00329|I00294|I00349,115235,5210.29,5210.29,0,0.0,0,0.0,0,,,120445.29
T00586,U00775,2025-06-12 21:22:56,GoFood,M00280,I00659|I00511,57891,8645.42,0.0,10,5789.1,0,0.0,1,P044,P015,52101.9
T00587,U00045,2025-06-14 21:36:46,GoFood,M00239,I00877,46987,6782.77,6782.77,15,7048.05,0,0.0,0,P006,,46721.72
T00588,U00316,2025-06-26 17:39:44,GoFood,M00154,I00724,42403,10410.62,10410.62,20,8480.6,0,0.0,0,P053,,44333.02
T00589,U00603,2025-06-06 12:13:29,GoFood,M00165,I00664|I00384,41589,9358.32,9358.32,0,0.0,0,0.0,0,,,50947.32
T00590,U00368,2025-06-26 16:42:22,GoFood,M00055,I00447,115812,8378.07,8378.07,0,0.0,0,0.0,0,,,124190.07
T00591,U00566,2025-06-06 15:38:00,GoFood,M00008,I00382,21484,7217.86,7217.86,0,0.0,10,2148.4,0,P002,,28701.86
T00592,U00274,2025-06-28 14:45:26,GoFood,M00110,I00721,140062,6360.5,6360.5,0,0.0,0,0.0,0,,,146422.5
T00593,U00007,2025-06-26 22:14:04,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00594,U00792,2025-06-28 07:38:03,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,0,P012,,5000.0
T00595,U00734,2025-06-18 15:29:00,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00596,U00055,2025-06-12 23:59:27,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P034,5000.0
T00597,U00371,2025-06-18 09:28:19,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00598,U00564,2025-06-07 22:37:03,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,1,P020,P010,5000.0
T00599,U00533,2025-06-26 12:27:50,GoFood,M00041,I00651|I00347|I00578,269256,6276.53,6276.53,0,0.0,0,0.0,0,,,275532.53
T00600,U00168,2025-06-03 21:27:06,GoFood,M00129,I00182|I00448|I00604,182866,5860.5,5860.5,0,0.0,0,0.0,0,,,188726.5
T00601,U00159,2025-06-18 20:17:25,GoFood,M00231,I00214|I00153,56937,9278.85,9278.85,0,0.0,0,0.0,0,,,66215.85
T00602,U00148,2025-06-13 18:32:48,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00603,U00764,2025-06-17 03:23:48,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00604,U00310,2025-06-15 09:23:14,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P020,,5000.0
T00605,U00311,2025-06-24 16:46:14,GoRide,,,0,0.0,0.0,0,0.0,10,0.0,0,P017,,5000.0
T00606,U00008,2025-06-06 18:20:19,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,0,P054,,5000.0
T00607,U00626,2025-06-25 20:20:16,GoFood,M00299,I00407|I00151,66858,11191.5,11191.5,0,0.0,0,0.0,0,,,78049.5
T00608,U00026,2025-06-14 20:43:20,GoFood,M00162,I00309|I00515,150697,9285.55,9285.55,15,22604.55,0,0.0,0,P020,,137378.0
T00609,U00441,2025-06-25 18:39:51,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00610,U00661,2025-06-10 05:01:00,GoFood,M00269,I00790|I00693,88049,9691.27,9691.27,0,0.0,0,0.0,0,,,97740.27
T00611,U00695,2025-06-12 14:21:42,GoFood,M00080,I00386|I00816|I00651,141226,9260.16,0.0,20,28245.2,0,0.0,1,P032,P015,112980.8
T00612,U00686,2025-06-05 14:31:57,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,1,,P030,5000.0
T00613,U00392,2025-06-25 10:01:17,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00614,U00714,2025-06-27 17:38:34,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,1,P016,P030,5000.0
T00615,U00291,2025-06-28 14:17:26,GoFood,M00082,I00035,58720,8208.23,8208.23,0,0.0,0,0.0,0,,,66928.23
T00616,U00419,2025-06-02 19:59:22,GoFood,M00260,I00442,126567,8979.8,0.0,0,0.0,0,0.0,1,,P048,126567.0
T00617,U00526,2025-06-02 13:31:45,GoFood,M00002,I00387,41930,3824.12,3824.12,20,8386.0,0,0.0,0,P052,,37368.12
T00618,U00302,2025-06-30 13:30:18,GoFood,M00187,I00603|I00624|I00444,168474,6429.66,6429.66,0,0.0,0,0.0,0,,,174903.66
T00619,U00005,2025-06-21 21:07:14,GoFood,M00225,I00722|I00293|I00489,173674,9683.18,9683.18,15,26051.1,0,0.0,0,P032,,157306.08
T00620,U00272,2025-06-03 11:11:39,GoFood,M00026,I00573|I00721,247836,3716.27,3716.27,0,0.0,0,0.0,0,,,251552.27
T00621,U00256,2025-06-02 08:18:53,GoFood,M00106,I00166,37984,10982.66,0.0,0,0.0,0,0.0,1,,P015,37984.0
T00622,U00305,2025-06-24 03:55:46,GoFood,M00084,I00156|I00823|I00788,214819,11266.5,11266.5,15,30000.0,0,0.0,0,P009,,196085.5
T00623,U00235,2025-06-02 07:18:52,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00624,U00030,2025-06-12 18:23:13,GoFood,M00134,I00836|I00326,162367,4609.6,4609.6,0,0.0,0,0.0,0,,,166976.6
T00625,U00493,2025-06-20 23:40:08,GoFood,M00198,I00169|I00295|I00009,140490,3574.75,3574.75,0,0.0,0,0.0,0,,,144064.75
T00626,U00357,2025-06-19 12:37:16,GoFood,M00264,I00210|I00708|I00776,104840,7537.72,7537.72,0,0.0,0,0.0,0,,,112377.72
T00627,U00543,2025-06-14 14:00:44,GoFood,M00073,I00242,51045,4769.55,4769.55,10,5104.5,0,0.0,0,P007,,50710.05
T00628,U00292,2025-06-26 23:36:12,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P027,,5000.0
T00629,U00667,2025-06-17 19:53:28,GoFood,M00161,I00669|I00076,141694,9296.87,0.0,10,14169.4,0,0.0,1,P052,P030,127524.6
T00630,U00299,2025-06-14 14:39:05,GoFood,M00063,I00821|I00688,130165,3303.98,0.0,15,19524.75,0,0.0,1,P025,P048,110640.25
T00631,U00756,2025-06-10 16:07:35,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P033,,5000.0
T00632,U00112,2025-06-16 13:48:22,GoFood,M00116,I00846,91848,4480.2,4480.2,0,0.0,0,0.0,0,,,96328.2
T00633,U00600,2025-06-26 14:58:05,GoFood,M00238,I00221,59672,8374.16,8374.16,0,0.0,0,0.0,0,,,68046.16
T00634,U00533,2025-06-09 20:48:44,GoFood,M00198,I00419|I00674,189290,9317.84,9317.84,0,0.0,0,0.0,0,,,198607.84
T00635,U00749,2025-06-12 18:52:00,GoFood,M00235,I00844|I00394|I00378,231917,7443.2,7443.2,0,0.0,0,0.0,0,,,239360.2
T00636,U00542,2025-06-29 12:30:34,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00637,U00386,2025-06-20 08:27:57,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00638,U00143,2025-06-15 22:43:42,GoFood,M00154,I00882|I00428,177815,3498.83,3498.83,0,0.0,0,0.0,0,,,181313.83
T00639,U00279,2025-06-23 20:57:59,GoFood,M00107,I00115|I00226,136630,4251.29,4251.29,0,0.0,0,0.0,0,,,140881.29
T00640,U00128,2025-06-12 16:28:47,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,1,P045,P048,5000.0
T00641,U00677,2025-06-13 19:40:27,GoFood,M00207,I00243|I00237|I00012,215153,7862.43,7862.43,0,0.0,0,0.0,0,,,223015.43
T00642,U00433,2025-06-03 06:29:52,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00643,U00175,2025-06-18 21:49:59,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00644,U00079,2025-06-23 14:20:59,GoFood,M00198,I00657,42053,9140.24,9140.24,0,0.0,0,0.0,0,,,51193.24
T00645,U00063,2025-06-02 14:08:29,GoFood,M00205,I00431,40147,9268.46,9268.46,20,8029.4,0,0.0,0,P052,,41386.06
T00646,U00355,2025-06-16 07:59:25,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00647,U00411,2025-06-24 17:51:25,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,1,P016,P057,5000.0
T00648,U00439,2025-06-15 11:41:24,GoFood,M00164,I00421|I00518,96494,6219.09,6219.09,0,0.0,0,0.0,0,,,102713.09
T00649,U00523,2025-06-29 08:30:55,GoFood,M00022,I00605,40411,4470.52,0.0,10,4041.1,0,0.0,1,P027,P015,36369.9
T00650,U00235,2025-06-09 13:15:24,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00651,U00473,2025-06-30 06:41:56,GoFood,M00018,I00792|I00106|I00011,105473,8258.65,8258.65,15,15820.95,0,0.0,0,P012,,97910.7
T00652,U00134,2025-06-15 21:57:38,GoFood,M00157,I00838,29807,11441.02,0.0,0,0.0,15,4471.05,1,P056,P015,29807.0
T00653,U00143,2025-06-01 15:56:17,GoFood,M00211,I00542,17522,3849.34,3849.34,0,0.0,0,0.0,0,,,21371.34
T00654,U00422,2025-06-23 13:04:54,GoFood,M00201,I00145|I00364,77247,9764.56,9764.56,0,0.0,0,0.0,0,,,87011.56
T00655,U00592,2025-06-14 23:13:06,GoCar,,,0,0.0,0.0,0,0.0,10,0.0,1,P037,P003,5000.0
T00656,U00248,2025-06-29 13:36:40,GoFood,M00181,I00230,36939,5097.93,5097.93,0,0.0,5,1846.95,0,P060,,42036.93
T00657,U00723,2025-06-12 19:50:51,GoFood,M00250,I00483,49610,5669.65,5669.65,0,0.0,0,0.0,0,,,55279.65
T00658,U00392,2025-06-21 15:41:22,GoFood,M00167,I00248|I00770|I00458,155929,7893.25,7893.25,20,30000.0,0,0.0,0,P059,,133822.25
T00659,U00129,2025-06-01 12:50:51,GoFood,M00041,I00651,57053,5167.66,5167.66,0,0.0,0,0.0,0,,,62220.66
T00660,U00729,2025-06-30 15:16:02,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00661,U00540,2025-06-13 14:38:09,GoFood,M00282,I00777|I00541|I00052,128217,8459.62,8459.62,0,0.0,0,0.0,0,,,136676.62
T00662,U00664,2025-06-05 14:48:25,GoFood,M00319,I00448,95951,6875.76,6875.76,0,0.0,0,0.0,0,,,102826.76
T00663,U00428,2025-06-04 15:31:15,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,1,P059,P057,5000.0
T00664,U00714,2025-06-01 21:04:34,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,1,,P015,5000.0
T00665,U00039,2025-06-04 21:54:46,GoCar,,,0,0.0,0.0,0,0.0,15,0.0,1,P001,P048,5000.0
T00666,U00443,2025-06-17 18:26:57,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00667,U00077,2025-06-01 13:10:50,GoFood,M00085,I00784|I00756|I00455,161869,8128.9,8128.9,0,0.0,0,0.0,0,,,169997.9
T00668,U00238,2025-06-10 15:13:39,GoFood,M00085,I00863,16638,8811.09,8811.09,0,0.0,0,0.0,0,,,25449.09
T00669,U00178,2025-06-02 14:00:28,GoFood,M00169,I00430|I00218|I00461,72103,5164.06,5164.06,0,0.0,15,10815.45,0,P026,,77267.06
T00670,U00371,2025-06-25 11:18:46,GoFood,M00160,I00112,29132,11591.55,11591.55,0,0.0,0,0.0,0,,,40723.55
T00671,U00452,2025-06-11 11:20:03,GoFood,M00153,I00005|I00027,102166,4445.14,4445.14,0,0.0,15,15324.9,0,P058,,106611.14
T00672,U00305,2025-06-13 06:59:56,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P021,,5000.0
T00673,U00448,2025-06-30 15:12:04,GoFood,M00081,I00167|I00717,61250,10788.26,10788.26,0,0.0,0,0.0,0,,,72038.26
T00674,U00102,2025-06-15 16:18:22,GoFood,M00028,I00583|I00450|I00409,215131,3721.59,0.0,20,30000.0,0,0.0,1,P006,P003,185131.0
T00675,U00679,2025-06-20 15:34:05,GoFood,M00072,I00465,47896,11412.56,11412.56,0,0.0,0,0.0,0,,,59308.56
T00676,U00204,2025-06-11 13:35:48,GoFood,M00112,I00785|I00527|I00776,236155,10640.93,10640.93,0,0.0,0,0.0,0,,,246795.93
T00677,U00712,2025-06-13 19:01:51,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00678,U00171,2025-06-03 19:26:38,GoFood,M00137,I00556,45556,9730.92,9730.92,15,6833.4,0,0.0,0,P045,,48453.52
T00679,U00084,2025-06-17 19:22:28,GoFood,M00083,I00813,112089,3944.71,3944.71,10,11208.9,0,0.0,0,P052,,104824.81
T00680,U00737,2025-06-26 11:22:28,GoFood,M00277,I00158,16143,5379.3,5379.3,0,0.0,0,0.0,0,,,21522.3
T00681,U00340,2025-06-25 18:20:01,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00682,U00148,2025-06-22 17:09:11,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00683,U00037,2025-06-23 18:36:04,GoFood,M00197,I00512,75600,9918.1,9918.1,0,0.0,0,0.0,0,,,85518.1
T00684,U00358,2025-06-24 17:47:45,GoFood,M00281,I00646|I00524,108574,5589.15,0.0,0,0.0,0,0.0,1,,P057,108574.0
T00685,U00224,2025-06-16 18:37:06,GoFood,M00266,I00845,43991,3804.34,0.0,0,0.0,0,0.0,1,,P030,43991.0
T00686,U00482,2025-06-28 16:25:58,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00687,U00755,2025-06-10 08:07:24,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,1,P022,P013,5000.0
T00688,U00239,2025-06-04 20:39:45,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00689,U00397,2025-06-27 16:43:45,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P046,,5000.0
T00690,U00675,2025-06-29 06:00:31,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00691,U00638,2025-06-14 06:05:08,GoCar,,,0,0.0,0.0,0,0.0,15,0.0,0,P037,,5000.0
T00692,U00110,2025-06-29 20:43:42,GoFood,M00023,I00454,56952,8703.45,8703.45,0,0.0,0,0.0,0,,,65655.45
T00693,U00166,2025-06-09 01:12:26,GoFood,M00056,I00845|I00741|I00849,155173,3679.36,3679.36,0,0.0,0,0.0,0,,,158852.36
T00694,U00203,2025-06-25 08:49:15,GoFood,M00074,I00555|I00641|I00725,61781,7135.43,7135.43,15,9267.15,0,0.0,0,P008,,59649.28
T00695,U00075,2025-06-05 13:48:58,GoFood,M00134,I00003|I00326|I00397,188732,9940.5,9940.5,10,18873.2,0,0.0,0,P055,,179799.3
T00696,U00759,2025-06-25 20:26:22,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,0,P046,,5000.0
T00697,U00558,2025-06-29 19:11:30,GoFood,M00320,I00486|I00842,127530,4624.08,4624.08,0,0.0,0,0.0,0,,,132154.08
T00698,U00708,2025-06-22 10:59:09,GoFood,M00210,I00238|I00386,96691,7652.52,7652.52,0,0.0,0,0.0,0,,,104343.52
T00699,U00190,2025-06-18 14:13:04,GoFood,M00061,I00773,58716,8666.71,8666.71,10,5871.6,0,0.0,0,P046,,61511.11
T00700,U00038,2025-06-11 20:06:42,GoFood,M00309,I00450,55048,10745.24,10745.24,15,8257.2,0,0.0,0,P054,,57536.04
T00701,U00225,2025-06-02 11:45:13,GoFood,M00271,I00551|I00358|I00012,184770,11530.08,0.0,10,18477.0,0,0.0,1,P044,P048,166293.0
T00702,U00363,2025-06-06 11:37:17,GoFood,M00062,I00404,18021,8247.3,0.0,0,0.0,15,2703.15,1,P017,P015,18021.0
T00703,U00636,2025-06-08 18:49:47,GoFood,M00141,I00258,36440,2802.03,0.0,10,3644.0,0,0.0,1,P022,P018,32796.0
T00704,U00233,2025-06-28 01:08:33,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,0,P012,,5000.0
T00705,U00141,2025-06-04 14:29:01,GoFood,M00271,I00301,82719,10840.92,10840.92,0,0.0,0,0.0,0,,,93559.92
T00706,U00359,2025-06-20 14:06:48,GoFood,M00126,I00191,145126,5989.26,5989.26,0,0.0,0,0.0,0,,,151115.26
T00707,U00540,2025-06-05 15:32:31,GoFood,M00208,I00433|I00199,75224,7898.54,7898.54,0,0.0,0,0.0,0,,,83122.54
T00708,U00135,2025-06-15 21:32:14,GoFood,M00053,I00888|I00667,115212,11585.24,11585.24,0,0.0,0,0.0,0,,,126797.24
T00709,U00063,2025-06-03 12:30:11,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00710,U00666,2025-06-27 09:35:36,GoFood,M00044,I00222,94073,3263.04,3263.04,0,0.0,5,4703.65,0,P050,,97336.04
T00711,U00233,2025-06-29 17:11:50,GoFood,M00136,I00158,16143,6413.55,6413.55,20,3228.6,0,0.0,0,P044,,19327.95
T00712,U00277,2025-06-02 16:10:03,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00713,U00665,2025-06-28 11:56:58,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00714,U00002,2025-06-30 20:32:55,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00715,U00410,2025-06-28 19:54:04,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P009,,5000.0
T00716,U00484,2025-06-03 12:32:02,GoFood,M00244,I00500,52539,4415.18,0.0,10,5253.9,0,0.0,1,P044,P030,47285.1
T00717,U00336,2025-06-28 09:13:22,GoFood,M00101,I00400,32881,8141.42,8141.42,15,4932.15,0,0.0,0,P045,,36090.27
T00718,U00010,2025-06-15 07:12:30,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00719,U00018,2025-06-07 07:04:46,GoFood,M00133,I00851,47607,10950.07,10950.07,0,0.0,0,0.0,0,,,58557.07
T00720,U00042,2025-06-14 18:06:52,GoFood,M00146,I00772|I00308|I00736,82908,4919.21,4919.21,20,16581.6,0,0.0,0,P022,,71245.61
T00721,U00481,2025-06-06 07:21:12,GoFood,M00058,I00337,21339,10020.95,10020.95,0,0.0,0,0.0,0,,,31359.95
T00722,U00075,2025-06-17 06:20:47,GoFood,M00320,I00406,44255,4457.07,4457.07,0,0.0,10,4425.5,0,P005,,48712.07
T00723,U00132,2025-06-28 20:03:10,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00724,U00598,2025-06-08 13:49:22,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00725,U00750,2025-06-03 20:56:20,GoFood,M00049,I00370|I00069,119746,5900.36,5900.36,0,0.0,0,0.0,0,,,125646.36
T00726,U00775,2025-06-06 10:55:16,GoFood,M00099,I00475|I00816,171765,6457.34,6457.34,0,0.0,0,0.0,0,,,178222.34
T00727,U00254,2025-06-23 08:57:41,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00728,U00596,2025-06-12 23:53:05,GoFood,M00307,I00184,34298,2754.02,0.0,0,0.0,0,0.0,1,,P034,34298.0
T00729,U00445,2025-06-15 19:22:20,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00730,U00265,2025-06-15 07:19:04,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00731,U00388,2025-06-01 16:29:14,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00732,U00367,2025-06-14 14:27:52,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00733,U00730,2025-06-02 18:13:19,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P023,,5000.0
T00734,U00660,2025-06-16 22:08:59,GoFood,M00213,I00792|I00154|I00124,294352,6264.53,6264.53,0,0.0,0,0.0,0,,,300616.53
T00735,U00711,2025-06-27 15:43:36,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P018,5000.0
T00736,U00117,2025-06-24 07:44:19,GoRide,,,0,0.0,0.0,0,0.0,15,0.0,0,P024,,5000.0
T00737,U00726,2025-06-16 23:03:59,GoFood,M00040,I00410|I00295,105890,8465.53,8465.53,0,0.0,0,0.0,0,,,114355.53
T00738,U00160,2025-06-10 11:31:12,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00739,U00501,2025-06-26 07:30:25,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00740,U00089,2025-06-23 20:00:17,GoFood,M00172,I00894,46114,3623.59,3623.59,0,0.0,0,0.0,0,,,49737.59
T00741,U00125,2025-06-04 21:41:50,GoFood,M00106,I00543|I00683,197672,4481.38,4481.38,10,19767.2,0,0.0,0,P023,,182386.18
T00742,U00591,2025-06-11 22:43:16,GoFood,M00082,I00149|I00582,120023,5959.4,0.0,0,0.0,0,0.0,1,,P034,120023.0
T00743,U00384,2025-06-01 06:10:02,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00744,U00217,2025-06-08 11:15:10,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00745,U00599,2025-06-21 13:32:07,GoFood,M00294,I00281|I00039,98129,5162.39,5162.39,10,9812.9,0,0.0,0,P059,,93478.49
T00746,U00046,2025-06-04 07:28:23,GoFood,M00112,I00622|I00335|I00323,161710,7162.9,7162.9,0,0.0,0,0.0,0,,,168872.9
T00747,U00083,2025-06-15 21:49:32,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P027,,5000.0
T00748,U00421,2025-06-20 06:46:41,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00749,U00097,2025-06-09 17:45:31,GoRide,,,0,0.0,0.0,0,0.0,15,0.0,0,P019,,5000.0
T00750,U00661,2025-06-04 15:41:19,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,1,P016,P034,5000.0
T00751,U00125,2025-06-29 16:59:08,GoFood,M00111,I00611,24354,9041.85,0.0,0,0.0,0,0.0,1,,P030,24354.0
T00752,U00165,2025-06-28 20:49:06,GoFood,M00153,I00171|I00318|I00573,168033,8786.91,0.0,20,30000.0,0,0.0,1,P044,P034,138033.0
T00753,U00065,2025-06-02 14:50:48,GoFood,M00004,I00035|I00841,90331,3515.78,0.0,0,0.0,0,0.0,1,,P010,90331.0
T00754,U00459,2025-06-04 01:45:31,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00755,U00604,2025-06-02 06:23:46,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00756,U00378,2025-06-02 17:12:05,GoFood,M00122,I00756|I00625|I00685,213930,4598.2,4598.2,0,0.0,0,0.0,0,,,218528.2
T00757,U00031,2025-06-13 23:15:26,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00758,U00064,2025-06-26 14:22:53,GoFood,M00112,I00073|I00323,61699,7820.07,7820.07,0,0.0,0,0.0,0,,,69519.07
T00759,U00578,2025-06-25 07:04:09,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T00760,U00258,2025-06-10 16:31:23,GoFood,M00243,I00241,33543,9273.47,9273.47,0,0.0,0,0.0,0,,,42816.47
T00761,U00385,2025-06-22 10:07:02,GoFood,M00174,I00418|I00115|I00216,152413,3106.17,3106.17,0,0.0,0,0.0,0,,,155519.17
T00762,U00431,2025-06-11 20:42:57,GoFood,M00175,I00543|I00118|I00675,117718,7100.37,0.0,0,0.0,10,11771.8,1,P050,P013,117718.0
T00763,U00555,2025-06-08 20:21:38,GoFood,M00300,I00121,57114,8097.17,8097.17,10,5711.4,0,0.0,0,P038,,59499.77
T00764,U00751,2025-06-16 13:40:55,GoFood,M00189,I00859|I00539,71516,7815.22,7815.22,15,10727.4,0,0.0,0,P006,,68603.82
T00765,U00201,2025-06-03 18:12:00,GoFood,M00241,I00033|I00145|I00437,126721,10168.57,10168.57,10,12672.1,0,0.0,0,P035,,124217.47
T00766,U00210,2025-06-20 11:12:54,GoFood,M00059,I00887,51124,4226.12,4226.12,0,0.0,0,0.0,0,,,55350.12
